ime,datum 
Naftali Temu,20.04.1945
Tahar Mansouri,09.01.1965
Caio Bonfim,19.03.1991
Erkki Jaakko Tamila,05.05.1911
Wolrad Eberle,04.05.1908
Dawn Burrell,01.11.1973
Tim Berrett,23.01.1965
Michelle Carey,20.03.1981
Mahamoud Farah,04.09.1988
Svetlana Klyuka,27.12.1978
Alena Peterkova,13.11.1960
Bereket Desta,23.05.1990
Deokhyeon Kim,08.12.1985
Kimio Yata,17.09.1913
Ekaterina Tunguskova,10.05.1988
Noura Elsayed,18.06.1987
John Lindsay Tait,25.09.1889
Deriba Merga,26.10.1980
Yves Niare,20.07.1977
Jacko Gill,20.12.1994
Martyn Taylor Lucking,24.03.1938
John Lovelock,05.01.1910
Yves Brouzet,05.09.1948
Yonataro Nakazawa,26.09.1903
Heather Miller Koch,30.03.1987
Akani Simbine,21.09.1993
Olena Holosha,26.01.1982
Aleksei Desyatchikov,31.10.1932
Pawel Czapiewski,30.03.1978
Bernhard Hoff,10.01.1959
Petra Felke,30.07.1959
John Patrick Nicholson,30.07.1889
Susan Sarah Crehan,12.09.1956
Roland Dalhauser,12.04.1958
Alfonso Abellan Limares,21.07.1951
Ildephonse Sehirwa,
Frank Muller,18.06.1968
Martin Maric,19.04.1984
Allan Scott,27.12.1982
Lillian Copeland,25.11.1904
Gerd Kanter,06.05.1979
Gabriele Hinzmann,31.05.1947
Jurgen Eberding,03.12.1955
Harold Watson,30.11.1882
Louis De Fleurac,19.11.1876
Slaven Dizdarevic,03.08.1981
Iwan Thomas,05.01.1974
Marina Marghiev,28.06.1986
Samuel Kamau Wanjiru,10.11.1986
Kenjiro Jitsui,16.12.1968
Lyubov Klochko,26.09.1959
Bettine Gartz,03.08.1958
Marcia Garbey,09.02.1949
Sean Quilty,16.05.1966
Allal Saoudi,30.11.1931
Emil Welz,05.04.1879
Milan Milakov,24.06.1930
Dmitriy Shevchenko,13.05.1968
Everson Teixeira,23.11.1974
Mosito Lehata,08.04.1989
Leif Dahlgren,06.02.1906
Chauzje Choosha,31.12.1992
Gi Sheng Hsu,02.01.1964
Ismail Akcay,09.07.1942
Tabarie Henry,01.12.1987
Dai Tamesue,03.05.1978
Viktor Tchistiakov,09.02.1975
Yuniel Hernandez,28.03.1981
David Johnson 1,30.04.1902
Ethel Smith,05.07.1907
Zatara Mande Ilunga,12.03.1983
Anatoli Solomin,02.07.1952
Susanthika Jayasinghe,17.12.1975
Ryan Hall,14.10.1982
Jacek Bednarek,27.01.1964
Stepans Petkevics,
Sergey Lyakhov,01.03.1968
Wivianne Bergh,14.02.1939
Ioanna Kafetzi,30.05.1976
Marcus Adam,28.02.1968
Angeline Kanana,16.12.1965
Alvah Meyer,18.07.1888
Marti Ten Kate,16.12.1958
Myrtle Cook,05.01.1902
Cesar Lizano,07.03.1982
Dimitrios Andronidas 1,
Ekaterina Poistogova,01.03.1991
Pakel Fewzi,
Driss El Himer,04.04.1974
Haile Gebrselassie,18.04.1973
Yelizaveta Bagryantseva,27.08.1929
Hans Wahli,11.01.1927
Hiroomi Yamada,04.03.1942
Domingo Colin,04.08.1952
Tunde Vaszi,18.04.1972
Vladimir Potemine,15.01.1980
Arto Harkonen,31.01.1959
Lai Chu Ng,07.08.1952
Massimo Magnani,04.10.1951
Maria Guadalupe Sanchez Gomez,03.01.1971
Diego Estrada,19.12.1989
Lalita Shivaji Babar,02.06.1989
Nijel Amos,15.03.1994
Hans Tronner,25.06.1883
Estela Navascues,03.02.1981
Tommy Haynes,14.07.1952
Sylvio De Magalhaes Padilha,05.06.1909
Sydney Archibald Newey,01.01.1899
Vladimir Ovchinnikov,02.08.1970
Tim Lobinger,03.09.1972
Charmaine Crooks,08.08.1962
Maria Kamrowska,11.03.1966
Dieudonne Lamothe,26.07.1954
Byambajav Tseveenravdan,07.07.1990
Marta Antal Rudas,14.02.1937
Dmitri Nickitovitch Zaitz,07.11.1917
Gabriel Tiacoh,10.09.1963
Norbert Thiede,03.04.1949
Kofi Amoah Prah,20.12.1974
Bo Forssander,02.08.1942
Djama Robleh,30.11.1957
Paavo Yrjola,18.06.1902
Simret Sultan,20.07.1984
Orlando Pizzolato,30.07.1958
Anna Omarova,03.10.1981
Robert Francis Mac Allister,07.07.1899
Pavel Sof In,04.09.1981
Eleftherios Thanopoulos,22.02.1975
Alex Schwazer,26.12.1984
Usain Bolt,21.08.1986
Patrik Ohlsson,28.10.1889
Derek Hawkins,29.04.1989
Serghei Marghiev,06.11.1992
Harry Goelitz,
Anne Zagre,13.03.1990
Dennis Leyckes,20.04.1982
Rosaria Console,17.12.1979
Natasha Wodak,17.12.1981
Pavel Kryvitski,17.04.1984
Rigas Efstathiadis,29.11.1931
Hermina Johanna Van Der Hoeven Jansen,08.05.1948
Mihaela Penes,22.07.1947
Bohumil Honzatko,01.01.1875
Ihor Russ,08.09.1988
Dudu Karakaya,11.11.1985
Nicolas Guigon,10.10.1980
Julie Rocheleau,17.06.1964
Mario Manuel Silva,23.07.1961
Felix Bohni,14.02.1958
Polina Repina,29.06.1990
Abiodun Oyepitan,30.12.1979
Nigel Cusack,30.12.1951
Lungile Gongqa,22.02.1979
Florian Carvalho,09.03.1989
Denise Thiemard,24.03.1960
Volha Mazuronak,14.04.1989
Roberto Janet,29.08.1986
Alevtina Shastitko,22.04.1939
Hassan Hirt,16.01.1980
Armas Rikkarti Kinnunen,07.02.1900
Michelle Finn,28.05.1965
Adel M Edeli,17.06.1971
Anna Iljustsenko,12.10.1985
Carolyn Jeni Schuwalow,10.08.1965
Franka Magali,24.01.1990
David Chettle,14.09.1951
Andressa De Morais,21.12.1990
Kristiina Makela,20.11.1992
Emilio Valle,21.04.1967
Djabir Said Guerni,29.03.1977
Paul Willfuhr,30.10.1885
Guowei Zhang 1,04.01.1959
Aida Chuiko,24.11.1936
Sebastien Gattuso,28.06.1971
Nina Romashkova,27.04.1929
Meta Antenen,07.04.1949
Oleksandra Stadnyuk,16.04.1980
Gerard Tebroke,09.11.1949
Roy Hollingsworth,28.12.1933
Joachim Eigenherr,18.02.1947
Alfred Nichols,28.11.1890
Daham Naim Bashir,08.11.1978
Mattias Sunneborn,27.09.1970
Korene Hinds,19.10.1976
Heidemarie Rosendahl,14.02.1947
Christine Benning,30.03.1955
Derval O Rourke,28.05.1981
Maysa Rejepova,04.01.1993
Ignacio Caceres,18.06.1976
Iwona Lewandowska,19.02.1985
Magaly Bonilla,08.02.1992
Cuevas Santiago De La Parte De Las,18.08.1948
Tatyana Andrianova,10.12.1979
Adolph J Weinacker,29.10.1928
Willye White,01.01.1939
Mitsue Ishizu,
Patrick O Callaghan,15.09.1905
George Burton Spitz,19.06.1912
Gergely Kulcsar,10.03.1934
Blanca Jaime,03.11.1965
Afroditi Skafida,20.03.1982
Omolara Omotosho,25.05.1993
Marcell Deak Nagy,28.01.1992
Elroy Gelant,25.08.1986
Giorgio Rubino,15.04.1986
Alice Brown,20.09.1960
Harouna Garba,01.01.1986
Jianbo Li,14.11.1986
Almensh Belete,26.07.1989
Luis Novo,29.05.1970
L Jay Silvester,27.08.1937
Bernard Gauthier,04.07.1949
Franz Eha,07.02.1907
Mikhail Saltykov,30.11.1924
Zamzam Mohamed Farah,19.03.1991
Thorvig Svahn,
Lorraine Shaw,02.04.1968
Lindy Remigino,03.06.1931
Ganapathi Krishnan,29.06.1989
Cedric Van Branteghem,13.03.1979
Laverne Jones Ferrette,16.09.1981
Euclides Calzado Lopez,05.04.1944
Stefanos Kountouriotis,
Elizabeth Mccolgan Lynch,24.05.1964
Sabrina Mockenhaupt,06.12.1980
Gunhild Hoffmeister,06.07.1944
Apolinario Belisle Gomez,
Nastassia Mironchyk Ivanova,13.04.1989
Jessica Draskau Petersson 1,08.09.1977
Andrey Prokofyev,06.06.1959
Dale Stevenson,01.01.1988
Ines Schulz,10.07.1965
Chun Ping Ma,03.08.1971
Edna Ngeringwony Kiplagat,15.11.1979
Lazaro Borges,19.06.1986
Percy Beard,26.01.1908
Won Sick Kim,21.01.1963
Yaroslav Rybakov,22.11.1980
Klaus Beer,14.11.1942
Pascal Debacker,08.04.1960
John Ngugi,05.10.1962
Duane Cousins,13.07.1973
Thomas Burke,15.01.1875
Curtis Stone,19.11.1922
Erno Beres,30.07.1928
Maria Michta,23.06.1986
Imre Nemeth,23.09.1917
Janusz Szczerkowski,09.05.1954
Tom Nyariki,27.09.1971
Pierre Guilloux,19.10.1901
James Grayman,11.10.1985
Derek Miles,28.09.1972
John Baguley,20.06.1940
Michele Demys,16.09.1943
Yonas Kifle,24.03.1977
Sherman George Landers,24.03.1898
Eliseo Martin,05.11.1973
Anne Halkivaha,09.02.1986
Frank Paschek,25.06.1956
Juliet Chekwel,25.03.1990
Abderrahmane Hammad,27.05.1977
Maria Jose Pueyo,16.03.1970
Jesus Sanchez 1,23.03.1976
Nazario Araujo,25.05.1945
Ayanleh Souleiman,03.12.1992
Vassili Sokov,07.04.1968
Xueqin Wang,01.01.1991
Barry Magee,06.02.1934
Eunice Barber,17.11.1974
Bershawn Jackson,08.05.1983
Helah Jelagat Kiprop,07.04.1985
Valerio Arri,22.06.1892
Souad Ait Salem,06.01.1979
Thomas Francis Farrell,18.01.1944
Marie Christine Debourse,24.09.1951
Valto Olenius,12.12.1920
Klaus Dieter Kurrat,16.01.1955
Yainelis Ribeaux,30.12.1987
Jan Pusty,03.06.1952
William David Baillie,28.05.1934
John Disley,20.11.1928
Akotkar Balakrishna,01.07.1937
Balazs Kiss 1,21.03.1972
William Arthur Hill,21.10.1896
Asaf Bimro,01.01.1969
Jianhua Wei,23.03.1979
Stefan Schmid,06.05.1970
Ricardo Heber,28.09.1927
Roberto Castellanos Brana,07.10.1950
Jean Patrick Nduwimana,09.05.1978
Fusashige Suzuki,15.02.1914
Tsholofelo Selemela Thipe,09.12.1986
Fawaz Al Shammari,03.04.1977
Robert Franklin Mimm,18.10.1924
Mike Mason,30.09.1986
Alexander Duncan,30.11.1883
Yoel Garcia,25.11.1973
Nicholas Willis,25.04.1983
Jacques De Keyser,12.10.1885
John Mwathiwa,01.03.1967
Inga Gentzel,24.04.1908
Everett Ellis,
Josephus J M Hermens,08.01.1950
Bogdan Grzejszczak,02.06.1950
Joseildo Rocha Da Silva,20.02.1965
Jaakko Ojaniemi,28.08.1980
Procopio Franco,08.07.1970
Salvatore Cascino,21.08.1917
Lars Riedel,28.06.1967
Aurelia Trywianska,09.05.1976
Enoch Mnwemba,
Birgit Jerschabek,17.05.1969
Silvio Schirrmeister,07.12.1988
Francesco Panetta,10.01.1963
Naiel Santiago D Almeida,20.10.1986
Jackie Johnson,08.09.1984
Alain Lazare,23.03.1952
Peter Borglund,29.01.1964
Gilbert Marquis,28.07.1923
Erin Donohue,08.05.1983
Steve Hooker,16.07.1982
Ikaji Salmon,
Marlena Wesh,16.02.1991
Nimley Twegbe,
Enrique Villaplana Vargas,07.03.1914
Eunice Jepkirui Kirwa,20.05.1984
Godfried De Jonckheere,01.07.1952
Apostolos Parellis,24.07.1985
Max Syring,20.08.1908
Connie Price Smith,03.06.1962
Rudolf Luttge,19.12.1922
Carsten Schlangen,31.12.1980
Harold Whittle,02.05.1922
Tetyana Filonyuk,05.04.1984
Masako Chiba,18.07.1976
Evgeny Krasnov,27.05.1970
Rozle Prezelj,26.09.1979
Igor Ter Ovanesyan,19.05.1938
Jaime Quiyuch,24.04.1988
Anaso Jobodwana,30.07.1992
Jacqueline Mazeas,10.10.1920
Issam Nima,08.04.1979
Jozsef Kovacs 1,03.03.1926
Wilfred Bungei,24.07.1980
Nan Gindele,05.08.1910
Eugene Oberst,23.07.1901
Grazyna Rabsztyn,20.09.1952
Yakov Moskachenkov,30.11.1915
Jacek Pastusinski,08.09.1964
Nandor Dani,30.05.1871
Tetsuya Tateno,05.08.1991
Jacques Arnoux,18.07.1940
Sharon Couch,13.09.1969
Risto Matas,30.04.1984
John Gray,24.12.1894
Franz Meier,16.09.1956
Irina Naumenko,13.02.1980
Osmiro Silva,09.10.1961
Raymond Bates Buker,27.08.1899
Grazyna Syrek,09.01.1972
Hilda Ramos,01.09.1964
Nader Almassri,26.01.1980
Julio Santos,30.05.1936
Paavo Kalervo Pyystynen,03.02.1932
Aki Parviainen,26.10.1974
Dorothy Scott,31.08.1957
Gordon Heather,14.05.1990
Raul Pacheco,26.04.1979
Hendrick Ramaala 1,
Mykola Labovskyy,04.05.1983
Lisa Corrigan,02.12.1984
Norifumi Yamashita,10.09.1962
Seteng Ayele,11.04.1955
Igor Feld,21.02.1941
A Abrahams,
Hagen Pohle,05.03.1992
Andriy Sokolovskyy,16.07.1978
Cyril Ellis,23.02.1904
Siham Hilali,02.05.1986
Simon Patrick Gillis,06.04.1884
Giuseppe Gentile,04.09.1943
Ruben Aguilar,21.07.1956
Kuruppu A Karunaratne,29.04.1960
Kenza Wahbi,04.02.1971
Doris Auer,10.05.1971
Mame Tacko Diouf,17.10.1976
Sharon Day,09.06.1985
Nastassia Staravoitava,04.11.1982
Suzanne Allday,26.11.1934
Marcus O Sullivan,22.12.1961
William Earnest Green,28.04.1960
Wilfried Bingangoye,25.03.1985
Henri Laborde,11.09.1909
Dimitrije Stefanovic,30.11.1895
Saidi Juma Makula,01.08.1994
Ryszard Marczak,25.11.1945
Kuniaki Takizaki,08.08.1977
Maria Faithova Mracnova,24.09.1946
Fathia Ali Bourrale,14.10.1987
Yemane Haileselassie,21.02.1998
Gary F Morgan,07.01.1960
James Gathers,13.06.1930
Adam Gunn,24.12.1872
Lisa Jane Weightman,16.01.1979
Victor Fatecha,10.03.1988
Dayron Marquez,11.06.1983
Ryan Crouser,18.12.1992
Anthony Famiglietti,08.11.1978
J M Baker,
Harry Johan Carl Siefert,03.10.1910
Ewa Gryziecka,11.04.1948
Sylvain Caudron,10.09.1969
Uwe Beyer,14.04.1945
Miguel Angel Lopez,03.07.1988
Richard Francis Piggott,06.07.1888
Martin Hyman,03.07.1933
Brigita Virbalyte Dimsiene,01.02.1985
Maria Ciach Michalak,07.09.1933
Alberto Alvarez,08.03.1991
Fred Onyancha,25.12.1969
Cheng Chi,15.03.1944
Samorn Kieng,04.03.1983
Gyorgy Kiss,01.05.1936
Ollie Matson,01.05.1930
Daniele Kaber,20.04.1960
Osvaldo Lara,13.07.1955
Pamela Jelimo,05.12.1989
Ok Hyon Ryu,18.04.1965
Eduardo Julve Ciriaco,27.08.1923
Andrey Perlov,12.12.1961
Spas Bukhalov,14.11.1980
Sandra Eriksson,04.06.1989
Hector Berra,
Satu Ruotsalainen,21.10.1966
Rosemarie Whyte,08.09.1986
Anna Bogdanova,21.10.1984
Fu An Lee,06.04.1964
Nikolina Horvat,18.09.1986
Eugeniusz Bedeniczuk,06.01.1961
Alfred Kirwa Yego,28.11.1986
Saoud Obaid Daifallah,30.11.1943
Marco Lingua,04.06.1978
Tetyana Petlyuk,22.02.1982
Jose Pena,12.01.1987
George James Guida,29.08.1924
Miguel Barzola,14.05.1982
Albert Moche,
Georgios Lavrentis,
Gunnar Hockert,12.02.1910
Xavier Moreno,15.11.1979
Lukasz Nowak,18.12.1988
Gordon Albert Miller,16.12.1939
Arthur Patrick Keily,18.03.1921
Michael Harvey 1,05.12.1962
Beatrice Chepkoech,06.07.1991
Antonius Eykenboom,
Man Hyong Ryu,08.01.1941
Edwin Skinner,15.10.1940
Jin Shoei Guu,15.01.1960
Art Burns,19.07.1954
Chedli El Marghni,30.11.1937
Pawel Wojciechowski,06.06.1989
Carl Lewis,01.07.1961
Hirofumi Sakai,10.02.1965
Hillary Bor,22.11.1989
D B Chavan,
Agberto Guimaraes,18.08.1957
Henrik Dagaard,07.08.1969
Ever Palma,18.03.1992
Gerald Mcintyre,22.05.1929
Martin Strege,21.02.1966
Leonid Moseev,21.10.1952
Paulo Roberto Paula,08.07.1979
Taika Gon,30.11.1905
Peoria Koshiba,27.06.1979
Tori Pena,30.07.1987
Karen Gallardo,06.03.1984
Nobuharu Asahara,21.06.1972
Miklos Srp,06.03.1993
Wesley Korir,15.11.1982
Myriam Soumare,29.10.1986
Denean Howard,05.10.1964
James Joseph Hogan,28.05.1933
Chang Ok Kim,27.05.1975
Pascal Martinot Lagarde,22.09.1991
Juliet Cuthbert,09.04.1964
Valentina Mikhaylovna Lituyeva Bogdanova,11.12.1930
Raoul Lucien Paoli,24.11.1887
Juho Halme,24.05.1888
G David Slack,01.01.1899
Walter Ciofani,17.02.1962
Nicholas Harrison,18.10.1970
Sophie Duarte,31.07.1981
Julio Cesar Salazar,08.07.1993
Andriy Skvaruk,09.03.1967
Olena Hovorova,18.09.1973
Vaino Makela,20.12.1921
Perri Shakes Drayton,21.12.1988
Sabine Engel,21.04.1954
Rhydian Cowley,04.01.1991
Paolo Dal Soglio,29.07.1970
Mathieu Bilodeau,27.11.1983
Josef Odlozil,11.11.1938
Jack Parker,27.09.1915
Nadiya Dusanova,17.11.1987
Herbert Jamison,17.09.1875
Leopold Marien,22.03.1934
Ancuta Bobocel,03.10.1987
Giuseppe Dordoni,28.06.1926
Armando Poggioli,14.06.1888
Oana Pantelimon,27.09.1972
Waldemar Glinka,09.01.1968
Alberto Jarrin Jaramillo,01.01.1901
Denis V Duigan,01.01.1902
Ivan Gubijan,14.06.1923
Aselefech Mergia,23.01.1985
Viktor Sotnikov,12.09.1974
Danuta Bartoszek,19.08.1961
Hussain Taher A Al Saba,13.11.1979
Millard Frank Jr Hampton,08.07.1956
Marilyn Okoro,23.09.1984
Eino Olavi Valle,18.02.1932
Elisabetta Perrone,09.07.1968
Albert Joseph Hulsebosch,07.04.1897
Karina Vnukova,27.03.1985
Dusan Majdan,08.09.1987
Ruben Maza,09.06.1967
Tiia Hautala,03.04.1972
Ingus Janevics,29.04.1986
Dorian Scott 1,01.02.1982
Diane Modahl,17.06.1966
Juma Ikangaa,07.12.1964
Primoz Kobe,23.05.1981
Gulnara Samitova,09.07.1978
Adel Adili,06.09.1974
Erkki Niemi,18.04.1962
Jiri Ryba,15.06.1976
Ragnar Ericzon,05.06.1926
Greg Rutherford,17.11.1986
Lindy Leveau Agricole,14.11.1973
Annemari Sandell,02.01.1977
Robert Andrew Vagg,02.02.1940
Donata Jancewicz,17.06.1969
David Ellis,25.04.1937
Kristin Gierisch,20.08.1990
Spiridon Kastanis,23.09.1964
Marcel Eugene Van De Wattyne,07.07.1924
Yingjie Sun,03.10.1977
Carnevali,
Nezha Bidouane,18.09.1969
Klaus Ploghaus,31.01.1956
Antero Puranen,08.11.1952
Tatiana Biriulina,16.07.1955
Rusheen Mcdonald,17.08.1992
Peter Bouschen,16.05.1960
Yelena Gorchakova,17.05.1933
Aelemayehu Bezabeh,01.01.1986
Manuel Antonio,03.11.1988
Abdesiem Rhadi Ben Abdesselem,28.02.1929
Jorma Valkama,04.10.1928
Thomas Robinson,16.03.1938
Damian Kallabis,10.06.1973
Ian Sinfield,03.10.1934
Magda Paulanyi,19.06.1945
Brianne Theisen,18.12.1988
Abadi Hadis,06.11.1997
Chiel Warners,02.04.1978
Michal Joachimowski,26.09.1950
Herbert Paul Jr Douglas,09.03.1922
Andre Bucher,19.10.1976
Guy Moreau,15.10.1954
Jorge Llopart,05.05.1952
Vladimir Kishkun,30.12.1951
Leonard Graves Edelen,22.09.1937
Santiago Hernandez,
Jobst Hirscht,19.07.1948
Maciej Rosiewicz,31.07.1977
Norma Croker,11.09.1934
Mohammed Kedir,18.09.1954
Lina Muze,04.12.1992
Janet Achola,26.06.1988
Kota Murayama,23.02.1993
Ajee Wilson,08.05.1994
Kirsi Rauta,17.03.1962
Bjorn Henrik Gundersen,17.11.1924
Marlon Devonish,01.06.1976
Edward Czernik,25.09.1940
Cedric Dubler,13.01.1995
Alberto Ruiz Benito,22.12.1961
Phylicia George,16.11.1987
Agapius Masong,12.04.1960
Kristof Beyens,13.07.1983
Miguel Quesada,18.09.1979
Miguel Angel Cruz,29.09.1955
John Ruggles Case,31.03.1889
Maryvonne Dupureur,24.05.1937
Halina Richter,04.02.1938
Adrien Courtois,28.11.1905
Michael D Andrea Carter,29.10.1960
Viktor Yastrebov,13.01.1982
Yee Pui Fong,24.12.1991
Yvonne Curtet,28.05.1920
Marie Laurence Jungfleisch,07.10.1990
Hee Sun Kim,20.04.1963
Valery Sviatokha,20.07.1981
Tatiana Lesovaia,01.01.1956
Ellen Tittel,28.06.1948
Silviya Danekova,07.02.1983
Giuseppe Ferrera,
Nickey Carroll,14.01.1972
Jalmari Verner Sauli,17.08.1889
Franco Sar,21.12.1933
Jarred Rome,21.12.1976
Kristine Harutyunyan,18.05.1991
Dalton Grant,08.04.1966
Anne Pira,06.02.1955
Yesenia Miranda,26.03.1994
Viktoriya Rybalko,26.10.1982
Vladimir Maska,06.02.1973
Gretta Taslakian,16.08.1985
Maksim Sidorov,13.05.1986
Kenny Evans,04.06.1979
Tom Lancashire,02.07.1985
Georgios Grigoriou,
Frank Clark,11.04.1943
John Clarke 1,
Omar El Ghazaly,09.02.1984
Nicholas Mark A Hern,06.01.1969
Albertina Dias,26.04.1965
Kame Ali 1,21.05.1984
Neville Price,01.06.1929
Georg Andersen,07.01.1963
Aleksandr Petrov 2,09.08.1986
Heinrich Thun,01.09.1938
Gabrielo Mendoza,02.06.1906
Mi Jeong Kim,10.06.1979
Mohammad Al Azemi,16.06.1982
Mi Kyung Lee,26.05.1975
Ni Lar San,07.10.1984
Ali El Zaidi,13.01.1974
Mirza Khan,15.12.1924
Bruno Marie Rose,20.05.1965
Branko Zorko,01.07.1967
Viktor Lipsnis,06.12.1933
Tonie Campbell,14.06.1960
Gisela Beyer,16.07.1960
Dietmar Millonig,01.06.1955
Erica Ashley Mclain,24.01.1986
Charles Reidpath,20.09.1889
Sokratis Lagoudakis,
Sandor Garai,04.02.1920
Omar Aguilar,01.12.1959
Roman Rozna,25.03.1976
Orlando Ortega 1,29.07.1991
Leroy Brown,01.01.1902
James Dasaolu,05.09.1987
William Saward,
Steven H Mccooke,04.09.1918
Ffanco Antonelli,28.03.1934
Yulia Kondakova,04.12.1981
Bernardina Boxem Lenferink,12.05.1948
Daria Korczynska,30.07.1981
Djuro Kodzo,13.05.1971
Edwin Thomas Turner,12.09.1912
Warren Oliver Druetzler,08.06.1929
Cahit Onel,23.11.1927
Anders Melin,31.07.1921
Clovis De Figueiredo Raposo,
Klaus Tafelmeier,12.04.1958
Stuart Farquhar,15.03.1982
Elspeth A Whyte,24.12.1926
Terrence Trammell,23.11.1978
Salah Hissou,16.01.1972
Ewa Klobukowska,01.10.1946
Edwin Bernard Genung,15.02.1908
Marcos Chuva,08.08.1989
Anna Pyatykh,04.04.1981
William Crothers,24.12.1940
Phumlile Ndzinisa,21.08.1992
Nadine Visser,09.02.1995
Yanis Lusis,19.05.1939
Calisto Da Costa,06.02.1979
Julius Sang,19.09.1948
Lisa Christina Stublic,18.05.1984
Savva Lika,27.06.1970
Roman William Cress,02.08.1977
Karl Heinz Merschenz,01.10.1932
Svetlana Korolyova Babich,17.07.1947
Tena Negere,
Kate O Neill,29.07.1980
Svetlana Buraga,04.09.1965
Michael Green,07.11.1970
Jaako Tuomikoski,14.12.1898
Harlow Rothert,01.04.1908
Hans Hoglund,23.07.1952
Ivan Heshko 1,19.08.1979
Maria Gommers,26.09.1939
Natalya Voronova 1,09.07.1965
Natalie Saville,07.09.1978
Viljo Heino,01.03.1914
Terea Brown,24.10.1989
Lawrence Godfrey Burton,15.12.1951
Chin Ping Ho,23.10.1983
Avery Brundage,28.09.1887
Kheino Puuste,07.09.1955
Liaqat Ali,06.08.1983
Atanas Chochev,17.01.1957
Tadahiro Kosaka,10.02.1960
Adel Mechaal,05.12.1990
Stefan Schreyer,23.10.1946
Derrick Brew,28.12.1977
Hiromi Taniguchi,05.04.1960
Cheryl Webb,03.10.1976
El Hassan Lahssini,01.01.1975
Rolf Beilschmidt,08.08.1953
Mauricio Gonzalez,16.10.1960
Andrzej Badenski,10.05.1943
Roxana Elisabeta Birca,22.06.1988
Miguel Pate,13.06.1979
Karolina Jarzynska,06.09.1981
Natalia Kolovanova,01.08.1964
Marcin Marciniszyn,07.09.1982
Sheila Sherwood,22.10.1945
Ileana Ongar,24.12.1950
Yuko Arimori,17.12.1966
Alla Zhilyayeva,05.02.1969
Janus Robberts,10.03.1979
Xiaolong Xu,20.12.1992
Hanna Kasyanova,24.04.1983
Yevgeni Arzhanov,09.02.1948
Waclaw Kuzmicki,27.04.1921
Wolfgang Nordwig,27.08.1943
Tamara Mettal,26.12.1933
Dobrinka Shalamanova,01.05.1983
Gustaf Bergstrom 1,06.08.1903
Frank Zuna,01.01.1893
Gerda Schilling Staniek,08.02.1925
Bobby O Leary,19.06.1967
Arantxa King,27.11.1989
Birgit Clarius,18.03.1965
Matija Estak,30.12.1972
Igor Nikulin,14.08.1960
Sofia Ifadidou,10.01.1985
Brigido Iriarte,05.06.1922
Louis Tristan,01.05.1984
Eleanor Montgomery,13.11.1946
Anju Bobby George,19.04.1977
Abraham Fornes,
Keith Angus,05.04.1943
Angela Figueroa,28.06.1984
Vladimir Brazhnik,30.11.1923
Sara Kolak,22.06.1995
Walter Remy Dray,21.03.1886
Tariku Bekele,28.02.1987
Ramy Aly Dieb Abdel Hady,14.06.1977
Katsuhiko Hanada,12.06.1971
Natalya Safronova,11.04.1974
Marie Polli,28.11.1980
Paavo Nurmi,13.06.1897
Antonio Banos Alonso,07.12.1945
Carlos Chinin,03.05.1985
Joel Phillip,12.09.1987
Ingrid Schuch,20.11.1935
Martha Tenorio,06.08.1966
Ulrike Klapezynski Bruns,17.11.1953
Yaime Perez,29.05.1991
Andrew Soi,30.11.1937
Herbert Alfred Gidney,16.11.1881
Salvador Mira,23.08.1984
Randy Matson,05.03.1945
Pauline Konga,10.04.1970
Madai Perez,02.02.1980
Carlo Martinenghi,01.01.1894
Lissa Labiche,18.02.1993
Einar Soderqvist,24.12.1921
Miki Igarashi,22.08.1971
Vera Cerna,12.04.1938
Ian Thompson 1,16.10.1949
Shelly Ann Fraser Pryce,27.12.1986
Jose Alessandro Baggio,16.04.1981
Btissam Lakhouad,07.12.1980
Rex Montague Maddaford,09.03.1947
Nicole Montandon Pani,30.10.1948
Erika Strasser,17.03.1934
John Capel,27.10.1978
Yuko Gordon,23.02.1951
Hector Phillips,01.01.1899
Natalya Misyulya,02.02.1966
Gustav Kinn,10.06.1895
Reinhold Boschert,06.02.1947
Josef Svoboda 1,21.10.1902
Karolina Szabo,17.11.1961
Mowen Boino,16.12.1979
Patricia Retiz,17.03.1971
Daseul Lee,08.11.1996
L Lucien Dolques,27.02.1905
Zara Northover,06.03.1984
Abdallah Ben Said,01.09.1924
Frej Liewendhal,22.10.1902
Harry James Smith,30.07.1888
Daugvinas Zujus,16.10.1975
Yoelvis Quesada,04.08.1973
Edith Mcguire,03.06.1944
Akemi Masuda,01.01.1964
Eilidh Child,20.02.1987
Beate Schrott,15.04.1988
Anzhelika Shevchenko,29.10.1987
Singh Singh,11.07.1946
Igor Erokhin,04.09.1985
Pamela Jo Page,26.04.1958
Dmitriy Goncharuk,17.12.1970
Tore Gustafsson,11.02.1962
Valentyna Savchuk,19.01.1975
Kenenisa Bekele,13.06.1982
Judi Brown,14.07.1961
Artur Coray,
Maria Bibro,18.07.1936
Silvio Guerra,18.09.1968
Viktor Franzl,27.07.1892
Hans Heinrich Sievert,01.12.1909
J K Taduran,
Callum Hawkins,22.06.1992
Adhemar Da Silva,29.09.1927
Samuel Matete,27.07.1968
Hannah England,06.03.1987
Charles Austin,19.12.1967
Rob Muzzio,25.06.1964
Yoann Kowal,28.05.1987
Veronica Inglese,22.11.1990
Hermann Fehringer,08.12.1962
Elizabeta Savlinis,14.08.1987
Walter Schonrock,10.10.1912
Denys Yurchenko,27.01.1978
Roberto Skyers,12.11.1991
